id,state_code,tenure,contract_length,promotions_offered,remaining_term,last_nps_rating,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
13885,UT,94,18,No,8,10,area_code_415,no,no,1,247.0311756,127,43.21022852,220.3884652,106,18.53553292,118.7413486,95,6.061792607,9.311551845,5,2.50444223,1,no
13886,OK,80,8,No,7,9,area_code_408,no,no,3,178.4726986,101,31.59712149,256.819428,104,22.29975754,156.9991305,100,6.776607854,10.69824568,6,2.831684875,1,no
13887,AL,78,15,No,22,1,area_code_415,no,no,0,189.9764846,115,30.73953889,212.2690239,97,16.80765392,187.562764,92,8.104708301,11.29231888,11,3.017748458,0,no
13888,WI,118,9,No,16,9,area_code_415,no,no,0,214.8711665,127,37.02363627,127.7053467,105,10.90051781,87.36972624,123,4.175738416,12.21151476,6,3.361492436,1,no
13889,OH,102,23,No,9,2,area_code_415,no,no,0,209.9238987,61,35.81969751,156.5701574,115,12.30981427,294.5870834,107,12.9333305,13.69190587,1,3.712447031,2,no
13890,PA,111,11,No,14,10,area_code_415,no,no,0,141.3494835,78,25.38251343,176.0045502,93,15.18386624,214.1186267,135,9.320151343,12.54613076,5,3.484006454,2,no
13891,DE,99,8,No,22,9,area_code_415,no,yes,35,139.5430198,79,22.29564975,129.9075812,118,11.38353949,180.5465857,109,8.638495897,11.12791005,3,3.132240003,1,no
13892,DE,78,11,No,20,7,area_code_408,no,no,0,140.5549684,134,21.20138111,181.9231338,115,16.38987745,280.9327343,129,12.78007083,11.77835387,4,3.082119549,3,no
13893,AK,130,13,No,16,1,area_code_415,no,yes,41,163.094707,92,28.68506458,186.870496,102,15.53546438,227.3927715,120,9.912730778,8.367640009,3,2.325971634,2,no
13894,MO,162,11,No,1,8,area_code_415,no,yes,43,101.5987636,57,15.80478135,202.4511293,99,16.85878008,160.4232225,131,7.622974608,11.109119,3,2.988372314,2,no
13895,IL,150,24,Yes,2,4,area_code_408,no,yes,24,231.0089209,105,41.01951532,251.4306521,109,20.39226911,211.4684784,96,9.772702031,13.48045877,3,3.729274769,3,no
13896,ND,87,21,No,24,7,area_code_510,no,no,2,168.9384727,131,27.15289542,151.8564859,104,12.72208201,202.8910063,91,8.943524474,10.97258857,2,2.774751115,1,no
13897,DC,70,18,No,6,1,area_code_415,no,no,2,161.6250702,96,27.51404318,218.3957173,76,18.36312764,195.9675369,114,8.057166424,10.78973676,5,2.740012415,1,yes
13898,MA,122,14,No,8,7,area_code_408,no,no,2,205.6107368,105,35.33543663,258.8810095,121,22.38590739,66.72189165,104,2.707441187,10.67901487,2,2.742905577,3,no
13899,GA,146,16,No,21,3,area_code_415,no,no,1,165.598947,88,28.03635736,250.2657667,122,21.37436213,247.722679,95,11.28983039,9.842046531,5,2.63779347,7,no
13900,ND,77,8,No,2,10,area_code_415,no,yes,33,160.9267354,105,27.62495859,148.7196101,98,13.45431821,205.8546439,114,9.060009791,8.082721787,19,2.20792034,2,no
13901,HI,120,15,No,9,2,area_code_408,no,yes,25,224.8178595,97,36.17254972,140.2940748,53,10.92199666,141.1436614,85,6.650287229,11.59505544,4,3.160591761,0,no
13902,LA,142,23,No,13,6,area_code_408,no,no,1,141.617417,85,24.33277137,232.419906,72,19.66702324,174.3848901,117,7.821149754,10.50062136,6,2.763216368,2,no
13903,MN,129,22,No,16,9,area_code_415,no,no,1,122.5874067,84,17.98021058,251.0463498,108,20.58114623,188.4068934,114,8.657616111,9.051938617,4,2.579570409,2,no
13904,MO,165,16,No,12,9,area_code_415,yes,no,1,229.6042531,96,39.11652799,70.02807538,106,5.041691263,176.0364285,111,7.29520612,10.05569745,3,2.735779188,2,no
13905,NC,44,14,No,16,10,area_code_415,no,no,1,180.6273122,104,32.67731008,251.4192392,123,21.05255253,170.0392012,113,7.958259666,10.00835937,6,2.725206718,1,no
13906,OK,144,16,No,2,5,area_code_510,no,no,1,128.7397638,102,23.4100028,159.3198444,120,13.21602693,47.6976378,77,2.577816047,3.736759822,9,0.9943518,4,yes
13907,MI,76,20,No,17,7,area_code_510,no,yes,27,223.4068015,119,37.31892912,236.2569557,101,20.85405503,122.0562067,73,5.490195983,12.63430355,7,3.387409636,1,no
13908,KS,101,9,No,20,8,area_code_408,no,no,2,169.9881838,42,29.14113675,180.5374443,146,16.08594685,206.5539547,83,9.607834631,16.80917459,5,4.404826297,3,no
13909,RI,38,9,No,1,7,area_code_408,no,no,2,94.63929627,87,16.05926294,202.422754,118,17.19627613,209.3459065,100,9.191580794,6.804472551,4,1.701328091,0,no
13910,NH,142,23,No,5,2,area_code_510,no,yes,19,158.6806654,91,29.29497069,220.5386735,124,18.88564479,231.2880738,97,10.47173361,11.98912391,4,3.212401374,1,no
13911,AK,76,9,No,12,7,area_code_415,no,no,2,180.6097696,90,31.34157364,185.9002418,93,16.26622376,198.4341784,112,9.71372273,11.48030416,7,3.079916673,2,no
13912,AL,95,24,Yes,2,1,area_code_510,no,no,3,130.8362282,73,23.06077814,212.6355394,72,16.79810575,156.6843239,97,6.639531761,12.90892851,4,3.371854702,5,yes
13913,TX,84,17,No,4,7,area_code_415,no,no,1,148.1949445,89,26.0118774,129.8583429,93,10.84509381,203.783812,123,8.913180579,13.59396316,5,3.41247317,1,no
13914,WY,139,18,No,23,5,area_code_415,no,no,0,133.9450176,86,23.78752833,247.8860407,117,20.35627728,221.8332288,72,10.22247732,8.800283715,3,2.249303443,1,no
13915,PA,143,20,No,15,6,area_code_408,no,no,1,128.0851995,97,22.14440934,187.3285863,90,16.10850049,95.70936448,96,4.026760316,9.601925365,6,2.473395911,2,no
13916,HI,13,20,No,23,10,area_code_415,no,no,1,145.7201643,100,24.17232667,99.43908411,96,8.060793598,201.2110105,122,9.192992085,7.068091275,6,2.050453327,1,no
13917,DE,96,20,Yes,2,3,area_code_510,no,yes,37,219.5317477,87,37.40382762,196.7099262,124,15.30534263,218.1051631,91,9.807642577,10.07451903,4,2.712969706,0,yes
13918,MA,48,24,Yes,1,3,area_code_408,no,yes,31,211.5543595,72,36.03459373,132.9531601,78,10.98700613,119.3625137,101,5.498102188,7.054548419,6,1.891457008,1,yes
13919,MA,98,24,No,4,2,area_code_415,no,no,2,190.2031603,98,30.01000121,169.7099261,88,13.91398631,160.6557537,105,7.338730827,14.55267762,5,3.788025763,6,no
13920,PA,176,15,No,19,3,area_code_415,no,yes,14,226.0900563,79,35.95907936,209.1516843,116,17.21073616,145.0836719,107,6.807749503,10.10376474,4,2.773774031,3,no
13921,MT,104,19,No,11,3,area_code_415,no,no,2,154.7027341,77,24.71416094,296.724857,102,25.85712258,203.8516679,80,9.684533301,5.279423705,10,1.597186016,1,no
13922,ND,139,24,Yes,3,1,area_code_415,no,no,2,235.8911181,108,40.03775878,254.5468196,101,21.8503594,248.00495,118,10.67877208,9.712309744,7,2.631083319,1,yes
13923,NJ,50,11,No,6,3,area_code_510,yes,no,3,120.0822446,63,20.14824604,117.5020938,95,9.226714562,237.1542426,74,10.99646492,6.125261481,1,1.869641999,0,yes
13924,HI,106,9,No,20,6,area_code_415,no,no,0,260.8293771,83,43.91802364,236.3487618,114,20.45541958,150.5318078,86,7.024118873,9.576096581,7,2.676200944,4,no
13925,OR,46,17,No,19,7,area_code_415,no,no,1,202.5175762,93,35.69820079,190.8720663,101,16.46097251,236.0073015,91,10.37251336,10.27776876,5,2.799580923,3,no
13926,IN,170,19,No,12,7,area_code_510,no,no,0,197.3481442,115,35.03747999,183.6436807,145,15.39115969,208.0625468,108,9.007605014,9.390028638,6,2.482962521,1,no
13927,IL,75,14,No,12,3,area_code_415,no,yes,30,194.8396992,102,33.30063305,198.985071,78,17.58294584,162.8297785,95,7.528618911,11.50290541,13,3.03183142,0,no
13928,IL,157,14,Yes,2,6,area_code_408,no,no,2,160.1378935,60,29.4204104,146.0235195,93,12.37514256,172.0592521,93,7.835565036,10.52846663,2,2.957042701,0,no
13929,WV,47,18,No,10,8,area_code_408,yes,no,1,163.2718898,91,29.38284769,239.3540083,92,20.08017983,204.7843738,105,9.131036076,11.32276993,2,3.18631024,1,no
13930,TX,99,8,No,4,1,area_code_415,no,no,2,300.4813847,142,51.37523064,266.7493812,123,21.66818267,131.4494695,104,5.426131237,7.030430135,5,1.988225791,0,yes
13931,ND,105,23,No,20,8,area_code_510,no,no,2,261.5457069,87,43.72534527,254.3839463,100,22.08003651,158.5140109,156,7.543980462,3.035670056,5,0.91262749,0,no
13932,DE,98,19,No,5,7,area_code_415,no,no,2,219.2067447,103,38.3905346,278.1996783,124,23.52471193,222.0454521,105,9.933820684,8.634838458,2,2.239240603,0,no
13933,AZ,82,21,Yes,1,4,area_code_415,no,no,2,130.0684792,78,23.23882874,154.3662217,100,12.64923543,136.1037432,106,6.067534575,11.81734883,7,3.135974661,0,no
13934,VT,98,11,No,14,4,area_code_415,no,no,3,124.6458662,93,22.162593,204.2493664,107,18.22380095,301.0376731,94,14.19545767,7.574341542,3,2.007967385,3,no
13935,MS,59,14,No,1,3,area_code_510,no,yes,27,179.6272334,127,30.66566409,149.8399882,110,12.25334449,230.7450263,130,9.879798235,6.975553534,7,1.725639513,4,yes
13936,MN,16,21,No,11,9,area_code_415,no,no,1,137.2629091,115,23.38834828,189.0607122,52,16.51996263,202.1474314,96,9.206958041,11.22533144,5,3.021370281,1,no
13937,VT,69,17,No,9,3,area_code_415,no,no,2,167.2074194,121,28.0773279,198.8894515,108,17.10367857,203.1339501,104,9.600881321,10.20599685,4,2.780692334,1,no
13938,NM,16,10,No,12,7,area_code_510,no,no,2,143.5903821,84,26.11639348,174.225198,143,15.08037312,219.2792161,77,10.13790311,8.435738106,4,2.266788869,2,no
13939,WY,134,11,No,1,1,area_code_510,no,no,2,283.8822823,92,48.58884259,219.5959357,116,19.05644608,246.9482195,99,11.46101886,12.89607112,10,3.321852903,0,yes
13940,ND,42,11,No,11,5,area_code_415,no,no,2,204.2219387,87,35.0196473,182.3612033,98,15.88932022,144.0741976,101,6.671102701,16.90247574,3,4.487990843,2,no
13941,SD,136,14,Yes,1,3,area_code_408,no,no,2,191.0016143,68,30.17043288,112.748408,52,10.54937483,204.2308726,107,9.075861698,6.867956482,3,1.81831336,6,yes
13942,FL,137,20,No,3,3,area_code_510,no,no,0,275.3664771,93,46.95571214,247.7983442,86,21.14065252,137.2498778,95,5.563736463,11.97707323,5,3.162627293,1,yes
13943,NJ,59,15,No,3,4,area_code_408,no,no,2,230.322762,123,41.33287585,143.2123992,121,11.76981927,231.1825809,127,9.935317769,10.29644788,3,2.799590804,9,yes
13944,OK,16,16,No,3,8,area_code_408,no,no,2,189.4146485,117,32.80851228,221.6203725,118,18.81407059,199.7701186,101,9.285312658,14.81251896,6,3.915842581,0,no
13945,CT,109,10,No,4,8,area_code_415,no,yes,35,138.4267538,92,21.2971943,245.9871515,82,20.77534273,221.9578857,95,10.50359762,10.08944047,4,2.800972813,1,no
13946,AK,93,21,No,12,10,area_code_510,no,no,0,207.6065328,119,33.43440692,204.1816135,91,17.46367108,286.2358348,124,13.19679925,15.47965601,7,4.156888257,1,no
13947,FL,94,23,No,24,8,area_code_415,no,no,0,191.8272624,88,31.20061057,229.8149524,99,19.54938567,188.7801913,89,8.426755209,9.185101749,2,2.521385459,0,no
13948,ND,111,20,No,7,9,area_code_415,no,no,1,126.0801639,110,21.79986021,208.4587047,96,17.18986483,170.596572,121,7.901635535,11.75241033,5,3.187106521,1,no
13949,VT,133,15,No,3,1,area_code_415,no,yes,31,178.5158824,69,30.37261841,246.9468296,86,20.96015701,186.5454904,78,8.3385858,8.549406028,7,2.239202453,0,no
13950,LA,48,8,No,19,8,area_code_415,no,no,0,232.9101265,104,41.09073376,128.0054039,124,11.13533868,261.7808457,103,12.34632678,5.944797518,4,1.586607278,1,no
13951,VT,73,14,No,19,4,area_code_415,no,no,2,166.2364883,118,27.51214706,204.1493149,108,17.13877826,213.8702358,99,9.771612955,10.77573693,4,2.895221962,1,no
13952,MO,109,9,No,6,7,area_code_415,no,yes,38,241.7537756,109,41.26779918,203.5796061,96,17.80419679,315.0815922,85,13.65658364,12.58255593,9,3.454067912,5,no
13953,MN,71,17,No,3,7,area_code_510,no,yes,33,178.257636,89,32.84534497,213.1571641,141,17.52055288,285.1461728,97,12.49157014,11.84274745,4,3.071049274,2,yes
13954,WI,102,16,No,7,3,area_code_408,no,no,2,206.566291,103,34.85596533,155.1281098,127,13.53266248,212.4533796,130,9.115990919,7.130513781,2,2.095607932,3,no
13955,DC,104,8,No,24,7,area_code_510,no,yes,30,116.660648,125,20.70849616,181.5306115,108,16.63800079,180.1757526,99,8.841295247,8.620163451,3,2.393545061,0,no
13956,AK,61,15,No,7,9,area_code_415,no,yes,15,257.9218883,104,44.15553275,180.1492724,72,16.26739437,272.5347068,136,12.42482433,10.88600704,3,2.936286718,2,no
13957,AL,171,21,No,3,9,area_code_415,no,yes,26,135.6210693,100,21.28234753,130.7149174,120,11.07626654,189.4843804,103,8.169245784,11.88433921,4,3.221929351,1,no
13958,NE,83,21,No,6,5,area_code_415,no,no,0,164.7803273,105,28.08281977,185.2086247,144,15.70218662,231.033973,91,9.850901425,2.137443561,7,0.806692569,1,no
13959,PA,32,18,No,24,3,area_code_415,no,no,1,172.6381774,86,27.74524232,166.2818933,90,12.34984888,188.4080314,113,8.092603966,10.63530102,3,2.815622843,3,no
13960,CO,70,9,No,21,9,area_code_408,no,yes,38,278.1502029,105,45.26298874,189.9033369,101,15.30509206,132.2074132,101,5.432319451,8.201293497,3,2.232148696,2,no
13961,MO,144,15,No,10,10,area_code_415,no,yes,29,145.3273925,77,25.61087001,167.2583999,102,14.08337109,269.3414333,87,11.89138183,10.57244456,6,2.760589326,1,no
13962,AK,113,14,No,22,10,area_code_415,no,no,2,177.0785882,92,30.20553837,175.7886725,90,14.13618431,122.5618608,89,6.126326682,14.81824314,5,3.987093553,2,no
13963,FL,121,11,NO,3,1,area_code_415,no,no,2,333.2972546,93,55.06324897,219.4783099,75,19.49916427,214.5547133,96,9.22933177,13.94014846,3,3.679624961,1,yes
13964,OH,31,9,No,10,10,area_code_415,no,yes,39,228.5662136,91,40.00017564,185.5723304,82,15.92299317,206.4639092,105,9.061426121,5.590146705,3,1.594960263,0,no
13965,IN,62,22,NO,2,6,area_code_510,no,no,2,289.3394877,118,48.65999088,249.4116092,120,21.28842221,289.3815294,119,12.89506433,5.266427755,3,1.544075439,4,yes
13966,CA,120,14,No,3,1,area_code_415,no,no,2,116.1893031,94,20.47984151,112.8555404,143,10.00518931,140.4464955,85,6.671076943,14.74880371,3,3.833705539,5,yes
13967,AZ,137,19,No,7,9,area_code_415,no,yes,10,183.7089414,99,32.08579299,170.8319595,116,14.06754456,167.8555332,103,7.787674293,12.04097994,2,3.336482736,0,no
13968,NH,11,23,No,23,10,area_code_415,no,no,1,181.7079438,85,32.21793647,248.563552,144,21.27768704,191.0521045,101,8.252194099,9.807426284,6,2.437393592,4,no
13969,KY,52,11,No,17,9,area_code_415,no,yes,30,269.3776454,121,45.30621327,216.7053795,105,19.36194386,254.7031329,89,11.34740965,13.90868231,3,3.304605221,1,no
13970,AZ,148,13,No,19,7,area_code_510,no,no,0,193.533394,98,33.21862154,250.3301704,82,19.87082754,91.23202952,112,4.120306033,14.66624257,13,3.915513656,0,no
13971,VT,105,9,Yes,3,3,area_code_510,no,no,0,252.922188,48,43.51694707,195.4951388,82,16.55184526,238.2959635,84,11.34092604,13.20405596,5,3.73903007,1,yes
13972,NY,98,20,No,9,9,area_code_415,no,yes,26,188.7376654,108,30.17092154,176.6406154,117,14.82970184,205.3835497,59,9.449535547,12.09735617,5,3.418285051,1,no
13973,DE,100,11,No,18,7,area_code_415,no,no,1,250.4244524,116,43.75501286,148.7551895,93,13.62246364,266.9016867,96,12.22945892,6.138819428,6,1.780242065,1,no
13974,LA,95,11,No,19,8,area_code_415,no,no,1,237.6066961,85,39.52571283,163.5582795,102,13.97038694,149.394729,93,6.900505569,11.27916642,4,3.194951322,1,no
13975,HI,81,19,No,12,7,area_code_408,no,no,0,90.04956997,125,17.6284781,223.2480084,119,19.00727847,253.7057939,91,10.71248092,6.129102524,5,1.810134442,0,no
13976,CO,145,13,No,17,2,area_code_415,no,no,2,151.5467777,74,25.41250948,213.2641992,101,17.60667101,252.907222,65,11.31234132,12.23304725,4,3.505071069,3,no
13977,TN,120,13,No,1,1,area_code_415,yes,no,1,180.8723172,137,31.43457339,173.7345432,100,14.91331841,255.8744455,92,11.12500805,16.01064726,6,4.372221884,0,yes
13978,WI,90,13,No,4,9,area_code_415,no,no,0,234.3720775,97,40.01922391,163.3148861,89,14.23220722,288.0067463,98,13.29974246,10.50351057,6,2.718514146,0,no
13979,SD,61,21,No,3,1,area_code_510,yes,no,1,249.1151279,118,42.55139009,192.4502333,83,16.34152827,192.5335717,60,8.094276159,11.59234682,3,3.052431973,0,yes
13980,NY,101,23,No,14,7,area_code_408,no,no,1,167.3622392,105,27.71497684,165.2150267,90,13.7797529,180.2996741,127,8.378967658,7.978265151,7,2.135635035,1,no
13981,MT,84,13,No,24,10,area_code_415,yes,no,1,191.395927,132,30.03558845,177.224758,105,14.81253943,197.644486,79,9.292758483,10.75342973,7,2.824562071,2,no
13982,MD,58,9,No,7,5,area_code_510,no,no,1,190.9962615,105,32.2752697,216.8003205,111,19.14461152,149.0627287,94,6.500775829,9.99858262,6,2.501028293,3,no
13983,IN,74,22,No,21,1,area_code_510,no,no,2,229.20169,76,39.68520946,160.1911037,98,12.99817903,236.6149844,80,10.59200657,12.49709782,5,3.252710567,3,no
13984,MT,82,20,No,18,7,area_code_415,no,no,1,197.4072813,160,35.23890687,156.651655,91,13.11121978,179.0638308,72,8.813872471,9.610908459,4,2.472695241,3,no
13985,ND,188,15,No,2,7,area_code_415,no,no,0,160.4174134,104,27.66450458,263.5800625,116,22.08465914,193.0413536,88,8.050626693,8.63129224,5,2.351415645,1,no
13986,WY,2,8,No,14,10,area_code_415,no,yes,27,156.3193898,126,26.08224594,150.4595498,144,13.72778406,175.1619646,82,7.797315414,9.682563437,3,2.686717793,1,no
13987,MS,73,15,No,3,1,area_code_415,no,yes,28,277.6132299,119,47.01258129,250.2472112,88,21.00377856,258.4506779,74,12.27207287,16.37486536,3,4.589664192,0,yes
13988,MN,153,10,No,13,10,area_code_408,yes,no,1,254.6960764,146,43.89542086,151.8863116,109,12.85907685,146.9245273,104,7.082986345,10.80838012,5,2.808153708,2,no
13989,PA,145,10,No,20,8,area_code_408,no,no,2,138.7404966,91,21.91733343,195.6284297,87,15.91045217,88.92694614,92,4.350293259,9.557236189,6,2.482934198,2,no
13990,CT,96,11,No,4,8,area_code_415,no,no,1,194.0518038,41,35.19898013,245.6946026,117,19.85303045,287.3610352,107,13.32726339,13.99895713,3,3.276460438,1,no
13991,NV,108,8,No,17,7,area_code_415,yes,yes,31,218.2901967,79,36.89351488,270.1832057,104,24.95047261,183.0191024,148,8.797537465,13.48146636,6,3.600739879,0,no
13992,MT,72,11,No,16,10,area_code_415,no,yes,17,216.5724621,113,37.86635083,161.0332908,63,12.82582592,214.2877019,86,9.287898293,10.26800495,3,2.847937485,2,no
13993,MA,86,17,No,9,8,area_code_408,no,no,1,179.2308061,89,30.51734656,261.9393388,104,21.46140309,285.9329068,91,13.18045702,6.854105026,14,1.713829932,1,no
13994,AL,173,19,No,7,10,area_code_415,no,yes,25,135.769328,104,21.53167621,132.9795389,125,11.84879026,195.3174545,97,8.245534321,11.78470478,4,3.164188608,1,no
13995,CO,113,23,No,13,9,area_code_510,no,yes,25,204.0290779,112,35.01683003,72.51694633,94,6.696415387,207.3796038,91,9.581790715,14.89298376,4,3.922738348,3,no
13996,VA,116,12,No,4,9,area_code_510,no,yes,27,108.708054,93,19.78396969,233.3273957,79,18.32797496,247.7247041,80,10.87421112,6.837918072,16,1.758027237,0,no
13997,VT,77,11,No,19,3,area_code_415,yes,yes,31,244.3304951,81,41.47016648,229.9226362,116,19.01481044,281.8524508,96,12.9886323,12.11284865,5,3.332909691,1,no
13998,ID,95,18,No,24,7,area_code_408,no,yes,22,165.725193,89,29.44890315,255.5173675,89,21.72395551,231.7332322,116,10.2507606,12.02230185,6,3.341456391,1,no
13999,MD,161,24,Yes,2,6,area_code_415,no,no,0,125.6988068,121,22.54059037,181.377288,89,16.67922742,130.8388186,111,6.215883837,11.33563651,4,3.073006088,0,no
14000,VT,91,24,No,7,8,area_code_510,no,no,0,197.8223508,91,34.78760373,162.2043635,66,14.27446567,167.5600607,108,7.93715575,13.95133494,3,3.540106477,2,no
14001,ID,130,16,Yes,6,1,area_code_510,no,yes,33,279.0195129,110,47.08768791,195.7152643,103,15.27687882,165.6882845,98,7.930750762,18.95616595,8,4.942190912,4,yes
14002,NY,79,23,No,16,10,area_code_510,no,no,1,146.0291089,92,24.94197332,203.6105221,102,17.95287441,115.9680292,119,5.279173005,5.004866248,7,1.471559721,5,no
14003,OH,108,9,No,22,10,area_code_415,no,yes,41,158.7002441,117,28.9543564,198.7834948,103,17.79217972,241.5876794,99,11.08872716,7.884009939,4,1.898005133,1,no
14004,WV,44,10,No,7,1,area_code_510,no,no,1,219.0885325,120,37.68003577,280.8871723,81,24.42076569,126.3029293,70,5.505492756,9.881384449,5,2.659076478,1,yes
14005,WA,41,14,No,7,9,area_code_510,no,no,0,99.22404597,113,17.65617407,279.4847293,77,23.11175818,155.0608404,113,6.484146667,12.97237425,2,3.501203231,1,no
14006,OK,74,15,NO,5,6,area_code_510,no,no,1,320.6155703,70,53.86942832,204.4048086,123,17.54299992,258.0607694,98,11.77768374,10.77522354,7,2.805712209,0,yes
14007,CO,154,19,No,4,10,area_code_415,no,no,2,207.8749606,69,35.70836922,205.6707282,100,18.26646699,187.4932812,86,8.679540245,7.769659628,7,2.096190976,1,no
14008,NV,101,22,NO,3,3,area_code_415,yes,no,1,227.6644806,79,36.97839324,150.6779222,110,12.61707886,247.9284932,142,10.7170378,7.494365481,8,1.931070729,0,yes
14009,NM,117,17,No,14,10,area_code_415,no,no,1,143.1713736,100,24.87778727,203.2370693,108,17.7891463,258.8983268,88,12.04461633,11.60052158,4,3.082948594,0,no
14010,NM,141,12,Yes,4,2,area_code_408,yes,no,2,302.2666769,108,52.03386941,217.8059896,73,19.40397432,137.2781301,74,5.6380188,10.95231054,3,2.858578955,1,yes
14011,OK,102,14,NO,2,3,area_code_408,no,no,2,102.0125287,121,15.98059512,258.0892191,79,22.08145812,162.8713635,96,7.665078305,13.77701688,12,3.70091542,5,yes
14012,RI,113,14,No,19,7,area_code_415,no,yes,20,222.6100068,111,36.05238281,259.689977,100,21.82058173,249.4601462,98,11.42633468,9.994196969,10,2.553556368,4,no
14013,NV,172,19,No,22,7,area_code_408,no,no,1,278.2003844,150,45.95604235,183.7489524,64,15.76323737,145.7250653,123,6.660739927,13.26787017,4,3.709221546,1,no
14014,KS,47,22,No,1,4,area_code_510,no,no,3,258.0320196,101,43.97231638,261.6992187,86,22.8975944,186.9477288,99,8.119450024,13.62494772,3,3.664916059,2,yes
14015,IN,126,23,No,10,6,area_code_408,no,no,2,234.721566,93,39.10784836,76.91106853,91,6.744779409,324.9725876,80,15.01770714,14.39903467,8,3.932187307,3,no
14016,MA,86,24,No,3,7,area_code_510,no,no,1,272.8669088,81,45.91813478,111.0193035,102,9.678094643,183.0895019,73,8.147751716,9.024090932,10,2.511818202,1,no
14017,SD,108,20,No,12,8,area_code_415,no,no,2,252.3282672,89,42.74948172,171.5992233,107,14.7689258,186.9261774,106,8.537877225,5.236313677,6,1.475079625,1,no
14018,WV,26,13,No,17,10,area_code_408,no,no,0,175.4763153,148,28.38920009,150.0637648,69,12.41080848,183.2195517,88,8.883220209,9.41643268,4,2.628176031,1,no
14019,IL,101,16,No,17,9,area_code_415,no,no,1,184.3853637,94,30.95923923,205.8058266,101,18.21951646,256.846319,73,12.0903479,18.90727453,3,4.890450878,1,no
14020,NY,105,15,No,19,1,area_code_408,no,no,2,163.0231343,104,27.18048126,62.08194609,93,5.506171638,204.1685342,126,8.950677006,7.426795251,5,1.928900908,1,no
14021,DE,78,8,Yes,2,3,area_code_415,no,no,2,69.69435384,130,10.27483868,214.4153201,86,18.2077015,246.2273359,111,11.31983472,15.18351135,3,4.077559638,1,no
14022,OR,168,11,No,20,1,area_code_415,no,no,2,121.2302947,96,18.0336698,195.319942,101,15.76527541,257.5428752,109,12.36512226,16.83867531,6,4.453338193,0,no
14023,AZ,107,21,No,20,5,area_code_408,no,no,1,149.6260233,113,24.21400196,204.873866,101,18.09614521,181.2872268,97,8.553402547,10.39385567,10,2.824600502,1,no
14024,RI,134,23,No,23,10,area_code_510,no,yes,28,222.8454456,107,37.49133167,173.6826198,143,14.91563119,190.063675,130,8.872667378,15.64276564,6,3.994932272,1,no
14025,IL,90,24,Yes,2,6,area_code_415,no,no,2,211.1834047,69,36.25828982,189.7899789,53,16.202751,123.604821,91,5.425366167,13.95620866,5,3.548907075,1,no
14026,SD,70,13,No,24,9,area_code_415,no,no,3,172.5938058,92,29.3457608,192.8851983,107,15.9271245,186.7939517,89,8.83043413,10.40864251,2,2.785354731,2,no
14027,MS,98,20,No,15,6,area_code_408,yes,yes,21,229.2822027,54,41.33491087,291.8162842,103,25.32270434,280.5780745,96,12.84799457,13.91775587,7,3.625717478,1,no
14028,IA,74,15,No,16,7,area_code_415,no,no,1,171.8451469,96,29.85839511,188.1955768,89,15.98055074,194.9309993,81,8.022512839,9.070040292,3,2.571407593,1,no
14029,OK,107,14,No,1,1,area_code_408,no,no,2,91.89248206,117,15.03173999,256.8409677,79,21.41767297,163.610953,91,7.573015237,13.83236692,12,3.689867407,5,yes
14030,WY,62,14,No,17,7,area_code_415,no,no,1,241.0555643,130,39.0283899,149.9934786,116,12.4896614,177.8880825,100,8.791603243,13.67240146,3,3.758009718,0,no
14031,KY,163,22,No,13,4,area_code_510,no,no,2,272.6572275,123,46.33458953,125.1958375,89,9.350472372,258.6525023,122,12.18257831,11.77992568,5,3.200285966,1,no
14032,MI,143,12,No,3,9,area_code_415,no,no,1,139.0069839,103,23.54647102,165.3050236,100,13.80671887,216.2509752,94,9.248082171,10.6736286,6,2.818911726,0,no
14033,DE,123,20,No,7,6,area_code_510,no,no,2,343.0510698,120,59.1434571,183.7207503,104,16.79584462,196.423146,84,8.206996745,10.86198011,6,2.730472581,0,yes
14034,AL,47,21,No,22,10,area_code_408,no,yes,27,151.1328789,99,25.23673402,163.6876541,107,15.18837404,100.1184869,87,5.085988255,7.89477918,2,2.124907735,1,no
14035,NV,17,8,No,10,4,area_code_510,no,no,1,201.1153842,107,34.74071197,212.9233378,90,16.86964739,169.3152332,149,7.226629689,9.504806602,2,2.570714376,3,no
14036,NH,180,20,No,7,7,area_code_415,no,no,2,253.4108369,81,43.51526083,173.4414677,111,15.14210189,206.7808881,103,9.135616787,5.662666877,3,1.351840794,0,no
14037,AZ,134,8,No,22,7,area_code_415,no,yes,42,146.0217861,102,26.64130333,87.80142031,99,6.927908691,161.8672969,73,7.34452676,12.03093047,7,3.475186872,1,no
14038,LA,106,10,No,20,6,area_code_415,no,no,0,226.6591072,124,35.90300932,285.9545201,92,23.27407193,126.4538582,116,6.217361434,8.902445313,2,2.377196814,1,no
14039,IA,91,11,No,10,4,area_code_415,no,no,2,112.7242629,73,20.35985005,168.8716605,122,14.65497414,152.2768398,148,6.72846686,10.52907098,4,2.868990184,1,no
14040,TX,133,10,No,14,10,area_code_415,no,no,0,189.2822755,102,30.08940909,200.0583691,74,17.91993315,192.9770185,83,8.140478457,13.69899468,1,3.667172071,4,no
